stk_flow,waste,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
EXP,MT_PRE,THS_EUR,CZ	353721 	288196 	216742 	209659 	175767 	146845 	124336 	104137 	144757 	89700 	60738 	42242 	25153 	20098 	27143 	13911 	11700 
EXP,MT_PRE,THS_EUR,DE	2276930 	1724888 	1048034 	905674 	927349 	894973 	934302 	1081605 	1495592 	1379280 	1084544 	713550 	1391187 	1162387 	728512 	465516 	402941 
EXP,MT_PRE,THS_EUR,DK	15455 	10111 	7757 	6871 	9125 	7501 	11620 	20817 	46664 	35919 	10354 	3582 	2548 	4027 	7615 	2093 	1444 
EXP,MT_PRE,THS_EUR,EE	16942 	41379 	44597 	31583 	34318 	22790 	19823 	23613 	36376 	17204 	2146 	419 	278 	343 	130 	188 	1049 
EXP,MT_PRE,THS_EUR,EL	919 	716 	1069 	1374 	2729 	6448 	3384 	13431 	12388 	1010 	4 	0 	262 	212 	17 	14 	128 
EXP,MT_PRE,THS_EUR,ES	173616 	151462 	60364 	88421 	62463 	63196 	98192 	377980 	1149842 	967580 	528831 	48007 	7755 	9062 	16443 	7436 	8446 
EXP,MT_PRE,THS_EUR,EU27_2020	2955924 d	2840686 d	1994485 d	1568952 d	1282466 d	1339546 d	1383647 d	1722265 d	2778627 d	2361830 d	1562710 d	622425 d	857394 d	632499 d	592774 d	451732 d	456428 d
EXP,MT_PRE,THS_EUR,EU28	: 	2855093 d	1880767 d	1657908 d	1281013 d	1291196 d	1596745 d	2462053 d	4088785 d	3843554 d	3442290 d	1621237 d	1027933 d	560082 d	600439 d	422590 d	332651 d
EXP,MT_PRE,THS_EUR,FI	81128 	61995 	50520 	50974 	43031 	37889 	39900 	44078 	70109 	57623 	41042 	18180 	21668 	18590 	19932 	8215 	6072 
EXP,MT_PRE,THS_EUR,FR	331387 	308330 	244934 	248134 	220055 	227391 	200250 	282411 	406684 	457209 	311880 	191875 	216956 	210288 	210980 	158864 	162667 
EXP,MT_PRE,THS_EUR,HR	8776 	7005 	12822 	11096 	17840 	69767 	36320 	55842 	32910 	23249 	26588 	8500 	17020 	9485 	10659 	19950 	13699 
EXP,MT_PRE,THS_EUR,HU	45756 	46417 	20698 	22393 	25235 	29134 	17409 	45579 	82316 	42424 	13375 	720 	416 	2477 	1158 	432 	79 
EXP,MT_PRE,THS_EUR,IE	27699 	50607 	54442 	47595 	39676 	28631 	27717 	39679 	27723 	23240 	17691 	8175 	6554 	3686 	3116 	2761 	3727 
EXP,MT_PRE,THS_EUR,IT	364307 	279283 	202338 	191229 	180032 	239113 	179670 	270962 	376452 	103567 	78737 	30117 	29399 	44435 	30261 	5900 	1653 
EXP,MT_PRE,THS_EUR,LT	199571 	161213 	90988 	75214 	51693 	47434 	57919 	58895 	70494 	61048 	39416 	19541 	54079 	56122 	29945 	14739 	11282 
EXP,MT_PRE,THS_EUR,LU	29912 	7218 	6162 	4148 	7367 	20636 	46339 	19832 	689 	64 	92 	699 	260 	364 	93 	146 	24 
EXP,MT_PRE,THS_EUR,LV	15799 	18601 	11861 	8046 	8850 	11361 	8380 	7923 	7553 	10809 	4236 	3664 	10286 	13841 	9370 	5889 	5309 
EXP,MT_PRE,THS_EUR,MT	15 	0 	0 	15 	0 	0 	10 	21 	0 	362 	90 	0 	49 	20 	25 	103 	72 
EXP,MT_PRE,THS_EUR,NL	389299 	318435 	167823 	73346 	83154 	141083 	81248 	209161 	639919 	492787 	196454 	76426 	176109 	12188 	69806 	40044 	49245 
EXP,MT_PRE,THS_EUR,PL	449899 	340590 	132743 	98923 	74635 	50118 	58098 	50124 	38864 	25747 	37427 	27324 	29685 	32157 	27963 	10276 	7305 
EXP,MT_PRE,THS_EUR,PT	21755 	22745 	16686 	5958 	6033 	10870 	7742 	9286 	16440 	48249 	9481 	3085 	5219 	5594 	2588 	1453 	1244 
EXP,MT_PRE,THS_EUR,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EXP,MT_PRE,THS_EUR,SE	254099 	201767 	157538 	168126 	168263 	136899 	124416 	148205 	253669 	268926 	188226 	122067 	135241 	95897 	77367 	43136 	35537 
EXP,MT_PRE,THS_EUR,SI	8163 	5685 	4563 	6155 	7206 	5086 	4328 	6443 	9727 	7077 	6441 	4683 	1299 	1025 	2024 	1046 	840 
EXP,MT_PRE,THS_EUR,SK	33543 	22692 	25811 	18717 	20835 	22360 	23378 	21228 	25054 	19770 	23681 	8439 	9006 	8493 	6595 	6463 	7971 
EXP,MT_PRE,THS_EUR,UK	: 	1218519 	861137 	910856 	870654 	548434 	955349 	1371854 	2007072 	2099583 	2244439 	1292604 	563921 	265092 	346989 	200618 	122044 
EXP,PAPER,T,AT	249837 	315738 	362369 	357404 	417585 	398855 	356904 	359207 	370072 	418190 	437842 	440089 	374745 	464833 	311968 	239407 	233148 
EXP,PAPER,T,BE	1266705 	1345245 	1586454 	1590888 	1662802 	1779934 	1830698 	1724006 	2008005 	2298777 	2095010 	2426759 	2313588 	2329518 	2361330 	2213188 	2168989 
EXP,PAPER,T,BG	102420 	109723 	104016 	105702 	97486 	89631 	66777 	67953 	55314 	43199 	39773 	30158 	29362 	8391 	2920 	68 	14 
EXP,PAPER,T,CY	44422 	47805 	50322 	45399 	43645 	42251 	41801 	44969 	43317 	43247 	45162 	28585 	25762 	22613 	16617 	15696 	13525 
EXP,PAPER,T,CZ	745164 	778230 	814279 	784868 	737935 	703541 	656091 	636674 	579798 	503553 	476924 	410107 	366660 	295603 	257553 	196400 	164799 
EXP,PAPER,T,DE	1991994 	2423619 	2749646 	2863888 	2791159 	2655711 	2475224 	2788178 	3087619 	3492388 	3221096 	3793886 	3661860 	3546346 	3339461 	3412792 	3584607 
EXP,PAPER,T,DK	480783 	518831 	561579 	599824 	591656 	593991 	597244 	601241 	694226 	717529 	702087 	740497 	711727 	746712 	682995 	510620 	482866 
EXP,PAPER,T,EE	66564 	67514 	70711 	72252 	70747 	64019 	60946 	64233 	62282 	59836 	56453 	56549 	60172 	54416 	44218 	38345 	31491 
EXP,PAPER,T,EL	327617 	307793 	342448 	356281 	333909 	309412 	283912 	269919 	320891 	285815 	315029 	364824 	198336 	195736 	154087 	140891 	104728 
EXP,PAPER,T,ES	722026 	690323 	898339 	1061781 	1151558 	1032326 	889324 	669306 	717766 	782102 	669898 	954011 	732423 	503612 	388992 	518378 	276781 
EXP,PAPER,T,EU27_2020	6091757 d	5830906 d	6827460 d	7386157 d	7438035 d	7184720 d	6331919 d	6415039 d	7527522 d	7638031 d	6916342 d	9588344 d	7817176 d	6406113 d	5833681 d	5300970 d	4714014 d
EXP,PAPER,T,EU28	: 	9363735 d	10542817 d	11228961 d	11552660 d	11249996 d	10111627 d	9982801 d	11201700 d	11147456 d	10183100 d	13268495 d	11575483 d	9824915 d	8628412 d	7595973 d	6640426 d
EXP,PAPER,T,FI	100489 	65696 	68671 	88011 	81584 	92189 	100461 	137053 	160409 	167921 	161266 	216279 	151981 	147039 	194545 	166741 	105258 
EXP,PAPER,T,FR	2272171 	2429066 	2525385 	2896807 	2865600 	2869847 	2861708 	2901576 	3046461 	2922925 	2679256 	2807490 	2118618 	2118297 	1990855 	1841202 	1626050 
EXP,PAPER,T,HR	147292 	163113 	153881 	156886 	128042 	120874 	132644 	122514 	80419 	57901 	60542 	43623 	35769 	39505 	35461 	35423 	31325 
EXP,PAPER,T,HU	236738 	279457 	288001 	250482 	213560 	189021 	159697 	159754 	149983 	168629 	140316 	62787 	140624 	78054 	55421 	72225 	36600 
EXP,PAPER,T,IE	371824 	366487 	367996 	404625 	434893 	436634 	401379 	391989 	359773 	337287 	356808 	466812 	458650 	458157 	444945 	396046 	346912 
EXP,PAPER,T,IT	1812106 	1832702 	1911722 	1868871 	1933407 	1821317 	1677646 	1685179 	1933141 	1737597 	1626848 	1861350 	1522219 	1105499 	894497 	751476 	618717 
EXP,PAPER,T,LT	78583 	77687 	81435 	93731 	102102 	79919 	90270 	77553 	74674 	56511 	44944 	42563 	35694 	23325 	13912 	11996 	6815 
EXP,PAPER,T,LU	63887 	76347 	76518 	75620 	79239 	75701 	79195 	80605 	89972 	88553 	85022 	89372 	84288 	89211 	71030 	63005 	65701 
EXP,PAPER,T,LV	80419 	76325 	73005 	70151 	69554 	72133 	60370 	57792 	40805 	32261 	28828 	38276 	39228 	37752 	39032 	38261 	39373 
EXP,PAPER,T,MT	16945 	17026 	18379 	20450 	21623 	19096 	19565 	17562 	19303 	19032 	12732 	5433 	5214 	731 	178 	81 	1 
EXP,PAPER,T,NL	2512962 	2560120 	2791933 	2913697 	3017579 	2665523 	2528268 	2647897 	3305860 	3662864 	3586495 	3864366 	3753242 	3458241 	3211334 	2866327 	2690098 
EXP,PAPER,T,PL	1165382 	1099703 	1001597 	893509 	809657 	695250 	601858 	604361 	549727 	539186 	406417 	363002 	550080 	415380 	409286 	236101 	154396 
EXP,PAPER,T,PT	429569 	408065 	415770 	458128 	439846 	359327 	370910 	392715 	412155 	478546 	479307 	474310 	439481 	439509 	332566 	300135 	148835 
EXP,PAPER,T,RO	143161 	120922 	137884 	181685 	140327 	122456 	106974 	110646 	119144 	89996 	75124 	62023 	9452 	14169 	12540 	5127 	3723 
EXP,PAPER,T,SE	412066 	444925 	431021 	452063 	502499 	466672 	453029 	451255 	430964 	478484 	395091 	319923 	339855 	314646 	198404 	192793 	199519 
EXP,PAPER,T,SI	148397 	149798 	150211 	150872 	139806 	127631 	119123 	118136 	131196 	130572 	143326 	124717 	129858 	115249 	91043 	72626 	65585 
EXP,PAPER,T,SK	385805 	356706 	352747 	293497 	277244 	281214 	288693 	306157 	180000 	162617 	124958 	86648 	113217 	31469 	58191 	50125 	57321 
EXP,PAPER,T,UK	: 	4306879 	4489091 	4634770 	4862460 	4992105 	4451114 	4266385 	4503544 	4486733 	4389765 	4451542 	4885702 	4748519 	3996110 	3328927 	3127440 
EXP,PAPER,THS_EUR,AT	29627 	42961 	53565 	54473 	58773 	50670 	43331 	40886 	46222 	64368 	55437 	30555 	42271 	44339 	29113 	23273 	22798 
EXP,PAPER,THS_EUR,BE	114489 	143211 	211961 	258585 	242346 	236584 	223952 	217696 	277118 	370685 	289744 	203669 	274729 	272695 	211575 	192291 	183453 
EXP,PAPER,THS_EUR,BG	11796 	14221 	14301 	17542 	14861 	11884 	8168 	8309 	8347 	7475 	5228 	2389 	2937 	740 	318 	65 	17 
EXP,PAPER,THS_EUR,CY	2827 	3138 	4757 	6030 	4494 	4596 	4284 	5313 	4567 	5336 	4211 	2139 	2974 	2527 	1855 	1689 	1451 
EXP,PAPER,THS_EUR,CZ	73403 	89072 	104380 	122440 	105351 	92386 	82534 	81246 	78813 	86818 	73136 	33644 	49639 	35363 	22120 	16105 	15522 
EXP,PAPER,THS_EUR,DE	184841 	262842 	337573 	430273 	379219 	339616 	301178 	332963 	390276 	513965 	399414 	280773 	396198 	369477 	267873 	271558 	291162 
EXP,PAPER,THS_EUR,DK	39692 	50883 	66863 	91733 	81095 	74490 	73740 	75776 	85688 	103479 	92640 	55634 	72003 	73756 	58429 	44000 	43820 
EXP,PAPER,THS_EUR,EE	8354 	8420 	8526 	10117 	8890 	7296 	7033 	7123 	7473 	8761 	6997 	4092 	5903 	4868 	3286 	3739 	2445 
EXP,PAPER,THS_EUR,EL	35610 	29366 	39189 	54690 	43632 	36940 	30323 	30375 	37658 	37909 	32634 	23193 	23183 	20082 	12107 	10885 	8894 
EXP,PAPER,THS_EUR,ES	86269 	82821 	134414 	180493 	165602 	145412 	110054 	89184 	104355 	131209 	104343 	85847 	100726 	69607 	41756 	49540 	34986 
EXP,PAPER,THS_EUR,EU27_2020	581002 d	599621 d	948066 d	1217338 d	1034525 d	932013 d	772552 d	808067 d	1015320 d	1205321 d	983557 d	798259 d	944269 d	726146 d	533373 d	455061 d	403558 d
EXP,PAPER,THS_EUR,EU28	: 	993818 d	1454967 d	1798341 d	1569025 d	1486596 d	1243375 d	1281029 d	1536355 d	1719487 d	1418021 d	1097028 d	1389786 d	1143370 d	886132 d	752333 d	629046 d
EXP,PAPER,THS_EUR,FI	13395 	11664 	11644 	14521 	13169 	13162 	13468 	16573 	19632 	22824 	17604 	16539 	18035 	17484 	18436 	19950 	17787 
EXP,PAPER,THS_EUR,FR	203708 	249094 	306932 	426728 	388566 	357191 	327678 	340385 	386420 	447533 	365326 	216818 	262763 	265871 	187818 	162773 	141577 
EXP,PAPER,THS_EUR,HR	14693 	17904 	19588 	22844 	17438 	14938 	15953 	13823 	10073 	9647 	7767 	3970 	4152 	4369 	3501 	3485 	3319 
EXP,PAPER,THS_EUR,HU	26037 	33838 	38204 	38692 	31592 	25748 	21282 	20228 	20206 	28574 	19965 	4421 	17408 	7879 	4059 	5632 	3393 
EXP,PAPER,THS_EUR,IE	40655 	45593 	59900 	72897 	64389 	60425 	60701 	52860 	52443 	53284 	60021 	46043 	59562 	58282 	50934 	45642 	33155 
EXP,PAPER,THS_EUR,IT	176677 	183521 	262366 	310430 	272215 	238887 	210112 	224362 	261927 	284707 	240761 	148771 	176509 	133150 	83360 	66498 	58796 
EXP,PAPER,THS_EUR,LT	7989 	9177 	11027 	14522 	14392 	10375 	11116 	10037 	9551 	9153 	6635 	3406 	3749 	2533 	1398 	1026 	761 
EXP,PAPER,THS_EUR,LU	4439 	5766 	7232 	10406 	9650 	8658 	8253 	8620 	10070 	12528 	9837 	5152 	7640 	8142 	4651 	3788 	3999 
EXP,PAPER,THS_EUR,LV	9070 	9130 	9174 	10565 	9605 	9620 	7651 	6971 	4905 	4606 	3377 	2428 	3365 	2574 	2341 	2290 	2443 
EXP,PAPER,THS_EUR,MT	1704 	1709 	2275 	2968 	2992 	2474 	2897 	2357 	2694 	2812 	1663 	483 	528 	72 	10 	2 	1 
EXP,PAPER,THS_EUR,NL	308909 	352634 	456199 	520013 	473276 	419679 	378241 	392565 	497918 	644860 	571626 	385732 	484470 	416331 	299478 	266172 	254784 
EXP,PAPER,THS_EUR,PL	120014 	130805 	140825 	141495 	120750 	94462 	80588 	80164 	77159 	92295 	63674 	32902 	68771 	53401 	38649 	24308 	18396 
EXP,PAPER,THS_EUR,PT	38612 	37773 	46628 	66796 	56437 	46568 	41807 	48385 	53002 	71746 	63231 	36333 	45681 	45493 	28444 	22556 	15394 
EXP,PAPER,THS_EUR,RO	19023 	18174 	21799 	28344 	21411 	18122 	15241 	14571 	15234 	14448 	10294 	4317 	961 	1256 	978 	457 	401 
EXP,PAPER,THS_EUR,SE	46548 	49446 	56512 	70061 	75611 	61362 	59860 	58024 	59860 	74655 	54977 	32660 	49193 	37880 	29614 	27175 	27784 
EXP,PAPER,THS_EUR,SI	12629 	15029 	18185 	22914 	20317 	16585 	14116 	14236 	14826 	18454 	17654 	8356 	12373 	9910 	28055 	4288 	3994 
EXP,PAPER,THS_EUR,SK	32039 	34349 	40026 	40467 	38550 	33586 	34444 	37242 	28885 	33263 	33396 	15610 	11844 	20388 	7206 	6079 	4003 
EXP,PAPER,THS_EUR,UK	: 	491391 	637303 	722929 	661076 	671880 	579235 	581282 	653707 	686963 	612361 	384745 	599735 	593935 	483561 	406237 	346325 
EXP,PLAST,T,AT	196893 	208223 	195266 	177920 	169452 	172235 	206755 	196803 	193398 	163850 	128420 	132198 	118614 	123292 	125905 	101784 	81679 
EXP,PLAST,T,BE	616227 	622767 	670220 	587687 	522619 	503978 	530853 	488704 	487208 	445459 	418901 	479657 	384440 	424671 	404487 	378062 	380152 
EXP,PLAST,T,BG	11511 	13372 	13579 	15193 	9760 	9931 	11276 	9402 	13477 	12485 	11684 	7456 	6830 	8754 	6783 	9747 	4674 
EXP,PLAST,T,CY	9224 	8437 	8566 	9861 	13959 	10566 	8113 	5892 	6113 	6423 	3116 	1456 	1391 	948 	431 	660 	546 
EXP,PLAST,T,CZ	83124 	95806 	96374 	104055 	105870 	109987 	110321 	115922 	106426 	97150 	86992 	76487 	46492 	30975 	23201 	24340 	19380 
EXP,PLAST,T,DE	1157369 	1282443 	1252047 	1382046 	1649698 	1527623 	1616099 	1499305 	1717956 	1659647 	1676509 	1629858 	977120 	1117401 	1011046 	790526 	653261 
EXP,PLAST,T,DK	105087 	107509 	111434 	127265 	117750 	137595 	131170 	102906 	121552 	433713 	658609 	102469 	282681 	72474 	53958 	47742 	45729 
EXP,PLAST,T,EE	21609 	21238 	15502 	13967 	16981 	15594 	17488 	20055 	39858 	14462 	15476 	25739 	13091 	13260 	6962 	4980 	3478 
EXP,PLAST,T,EL	59663 	62566 	60996 	62373 	47630 	50690 	49401 	44524 	56703 	56170 	58851 	51243 	19965 	14371 	8271 	6400 	9119 
EXP,PLAST,T,ES	126691 	144171 	209035 	342066 	357367 	374855 	419043 	283371 	284246 	230226 	254438 	217669 	221460 	133403 	108066 	110104 	99230 
EXP,PLAST,T,EU27_2020	2373734 d	2357210 d	2308643 d	2730785 d	3053326 d	2976407 d	3244967 d	2837101 d	3108385 d	2984718 d	2963858 d	3014146 d	1953812 d	2040927 d	1943166 d	1625071 d	1442114 d
EXP,PLAST,T,EU28	: 	2799010 d	2950358 d	3407546 d	3730952 d	3687872 d	3913258 d	3332231 d	3845790 d	3746902 d	3696758 d	3642199 d	2511779 d	2508767 d	2316704 d	1879743 d	1707184 d
EXP,PLAST,T,FI	24680 	24502 	23646 	27997 	30662 	33503 	35809 	32623 	35324 	41196 	34463 	40175 	29926 	33502 	28773 	26373 	16076 
EXP,PLAST,T,FR	624547 	654503 	686029 	658759 	624654 	643077 	653294 	601066 	600648 	601754 	567373 	515633 	464215 	451275 	450666 	496462 	438203 
EXP,PLAST,T,HR	34121 	36573 	23238 	19942 	19220 	16638 	13895 	25275 	19983 	19000 	18783 	19682 	21668 	21686 	12095 	5117 	5297 
EXP,PLAST,T,HU	50681 	29497 	35975 	36823 	29558 	23605 	22026 	19297 	26699 	29749 	18647 	12332 	9701 	8936 	9559 	4884 	4760 
EXP,PLAST,T,IE	37214 	72182 	59433 	75495 	73863 	61573 	55892 	42782 	47030 	50298 	41205 	36339 	28295 	26164 	7833 	10258 	5226 
EXP,PLAST,T,IT	413207 	417653 	382828 	407769 	345101 	328193 	305159 	282798 	331367 	365092 	339416 	263940 	181944 	153936 	151965 	161338 	146905 
EXP,PLAST,T,LT	40088 	47342 	41990 	38069 	33658 	37093 	32376 	25765 	27497 	19349 	12328 	13284 	20145 	19737 	13917 	10018 	5154 
EXP,PLAST,T,LU	11963 	11730 	12133 	14023 	14188 	14506 	12196 	10614 	12128 	12180 	10640 	8331 	7889 	7792 	8962 	10605 	20788 
EXP,PLAST,T,LV	18303 	17661 	15341 	14019 	14899 	10960 	15963 	10462 	11552 	11599 	7512 	6958 	3213 	4383 	3424 	3676 	1607 
EXP,PLAST,T,MT	1766 	4860 	6876 	8057 	7934 	5788 	4981 	3994 	4190 	2778 	1864 	1574 	556 	92 	1877 	1597 	2038 
EXP,PLAST,T,NL	478884 	463285 	424812 	482721 	593446 	482247 	461549 	452034 	458701 	419236 	438030 	423349 	407874 	473967 	510570 	490235 	438038 
EXP,PLAST,T,PL	210482 	218390 	214313 	225769 	238364 	197256 	173597 	121806 	123329 	120276 	127414 	111431 	80105 	69499 	61954 	48370 	37847 
EXP,PLAST,T,PT	56487 	62923 	58038 	66802 	89132 	71968 	75313 	68035 	73996 	72194 	76980 	57414 	44543 	39824 	42007 	30107 	21805 
EXP,PLAST,T,RO	31248 	36940 	30548 	33083 	26496 	27958 	35675 	35389 	40230 	32132 	33363 	32935 	18658 	14338 	17783 	21011 	8922 
EXP,PLAST,T,SE	151311 	131578 	96074 	96545 	116597 	107813 	111189 	122973 	121392 	121118 	97777 	98802 	76588 	74618 	59327 	47871 	49006 
EXP,PLAST,T,SI	216997 	165917 	149501 	155990 	182568 	174140 	193839 	130327 	116532 	59762 	58116 	40031 	29069 	19619 	16508 	11655 	10254 
EXP,PLAST,T,SK	43159 	55617 	41523 	47466 	52213 	49817 	39866 	30880 	13468 	9013 	2960 	5603 	10441 	8943 	9878 	4422 	3511 
EXP,PLAST,T,UK	: 	843141 	967322 	998247 	1012857 	988319 	908681 	739824 	930647 	941754 	881691 	737384 	672758 	569817 	464036 	359538 	376284 
EXP,PLAST,THS_EUR,AT	63672 	78213 	82313 	47292 	50552 	52896 	52883 	49622 	55033 	53217 	40788 	33360 	42766 	42055 	34189 	21374 	16132 
EXP,PLAST,THS_EUR,BE	154682 	166090 	181660 	191662 	182035 	185854 	182407 	181126 	175836 	158667 	140959 	131630 	128044 	151130 	140776 	115951 	101441 
EXP,PLAST,THS_EUR,BG	4296 	5524 	6237 	5979 	3523 	4321 	5386 	4506 	6525 	5538 	4768 	2469 	3076 	3846 	2339 	4092 	1219 
EXP,PLAST,THS_EUR,CY	1328 	1744 	1692 	1544 	2315 	1756 	1917 	1475 	1575 	1796 	634 	307 	527 	469 	196 	308 	232 
EXP,PLAST,THS_EUR,CZ	30079 	34653 	35398 	44469 	44577 	51545 	53781 	62801 	56991 	45476 	31359 	20734 	21626 	26139 	8488 	8658 	6980 
EXP,PLAST,THS_EUR,DE	293595 	390555 	402195 	439193 	497037 	535439 	600920 	582337 	614052 	567315 	503780 	405116 	336054 	376484 	340482 	279352 	204915 
EXP,PLAST,THS_EUR,DK	23123 	24898 	23207 	24734 	24028 	35332 	38787 	37341 	40401 	35795 	25885 	22353 	24386 	23927 	20183 	16707 	13844 
EXP,PLAST,THS_EUR,EE	6112 	6591 	5381 	3863 	4841 	6003 	6953 	6358 	9855 	5581 	4638 	3644 	5384 	4733 	2866 	2276 	1136 
EXP,PLAST,THS_EUR,EL	13207 	13887 	15366 	14269 	11449 	11461 	9571 	9427 	11966 	11792 	9435 	6581 	5742 	4799 	3130 	2435 	3321 
EXP,PLAST,THS_EUR,ES	47358 	55606 	69022 	113980 	119495 	129437 	123929 	95356 	97157 	80193 	80640 	57168 	58122 	53073 	46040 	41759 	31715 
EXP,PLAST,THS_EUR,EU27_2020	442294 d	494427 d	512066 d	709180 d	825959 d	945721 d	1052164 d	965594 d	1027907 d	922916 d	868641 d	743049 d	611844 d	656038 d	626804 d	521269 d	400917 d
EXP,PLAST,THS_EUR,EU28	: 	480899 d	540636 d	795146 d	922413 d	1097079 d	1148572 d	1025363 d	1184331 d	1068192 d	1009893 d	852302 d	743510 d	778790 d	729972 d	596633 d	462819 d
EXP,PLAST,THS_EUR,FI	4954 	6025 	5565 	6525 	8705 	10772 	9937 	10460 	12028 	14675 	9036 	7067 	7539 	7444 	7243 	6317 	4020 
EXP,PLAST,THS_EUR,FR	130282 	179432 	182955 	185417 	193259 	225504 	238357 	239623 	258305 	260839 	227210 	159334 	192764 	207818 	179986 	162892 	129494 
EXP,PLAST,THS_EUR,HR	7373 	9575 	6241 	5116 	5229 	5251 	3938 	4921 	4558 	4115 	4095 	3872 	5554 	5840 	3359 	1382 	1397 
EXP,PLAST,THS_EUR,HU	11343 	10917 	12982 	14045 	14274 	10330 	6989 	7545 	11961 	12661 	8560 	4288 	3567 	3166 	2286 	1281 	1486 
EXP,PLAST,THS_EUR,IE	14916 	16762 	13397 	13203 	14866 	27999 	18916 	13682 	12839 	11778 	13265 	10505 	10952 	7140 	3085 	4094 	2756 
EXP,PLAST,THS_EUR,IT	74077 	91955 	89839 	89271 	75418 	78327 	77551 	88813 	88338 	102532 	105177 	79412 	67617 	65995 	66831 	54556 	44772 
EXP,PLAST,THS_EUR,LT	10679 	9468 	10474 	9679 	8045 	10218 	9665 	8691 	8990 	5412 	3458 	3177 	5775 	5836 	4486 	2764 	1166 
EXP,PLAST,THS_EUR,LU	3035 	3949 	4298 	4294 	4538 	4942 	4547 	2741 	3795 	4310 	3189 	2382 	2651 	2397 	2916 	3376 	3231 
EXP,PLAST,THS_EUR,LV	3581 	3903 	4210 	4639 	4436 	3854 	5732 	3703 	5081 	3040 	1841 	1415 	1111 	1582 	1604 	1288 	299 
EXP,PLAST,THS_EUR,MT	342 	571 	1367 	2369 	2362 	1552 	2073 	2012 	1706 	944 	424 	416 	179 	80 	774 	635 	883 
EXP,PLAST,THS_EUR,NL	178744 	190849 	191279 	207867 	229371 	215265 	221957 	227688 	225961 	209209 	183685 	148001 	185804 	184027 	196946 	182226 	148695 
EXP,PLAST,THS_EUR,PL	67363 	80637 	80226 	79852 	92972 	89766 	75061 	61270 	57343 	53515 	48823 	34359 	34979 	31090 	27263 	20200 	14881 
EXP,PLAST,THS_EUR,PT	19522 	21589 	18981 	20391 	25960 	25671 	26813 	24073 	24955 	22481 	20623 	15637 	14328 	12795 	17963 	11465 	4600 
EXP,PLAST,THS_EUR,RO	13038 	16517 	15116 	13639 	9476 	11068 	15707 	13184 	15159 	9502 	9137 	7890 	6926 	5550 	6580 	9091 	4086 
EXP,PLAST,THS_EUR,SE	22397 	21409 	20909 	24323 	26381 	28863 	33786 	47259 	48676 	44339 	32753 	29128 	31864 	30026 	22545 	14192 	12671 
EXP,PLAST,THS_EUR,SI	34725 	38113 	37319 	45752 	54915 	58508 	61498 	41191 	34469 	17492 	15499 	10193 	8353 	5166 	6040 	2689 	1930 
EXP,PLAST,THS_EUR,SK	14664 	21054 	17347 	22158 	23645 	26245 	24883 	22848 	16270 	14004 	6339 	8343 	7792 	37859 	7016 	3040 	1669 
EXP,PLAST,THS_EUR,UK	: 	133267 	154413 	194998 	213352 	269567 	222014 	184025 	254764 	235239 	216753 	162272 	196638 	182946 	154976 	134359 	115080 
EXP,TOTAL,T,AT	1850783 	1817903 	1823331 	2019719 	1982905 	1858175 	1861689 	1728357 	1772469 	1708078 	1784590 	1819449 	1992794 	2012148 	1713493 	1483649 	1598775 
EXP,TOTAL,T,BE	6413650 	6255092 	6713523 	6527734 	6149652 	5838563 	6746227 	5924627 	6591295 	6756610 	6657468 	6483167 	5978178 	6063132 	6053732 	5651507 	5686840 
EXP,TOTAL,T,BG	605634 	602128 	568284 	562588 	382207 	367305 	514670 	725894 	843810 	969480 	1042376 	563413 	798121 	727157 	774818 	825159 	805809 
EXP,TOTAL,T,CY	147117 	148785 	137836 	132924 	123804 	123454 	137486 	163953 	198903 	198679 	156549 	119725 	106458 	94058 	90597 	78723 	66256 
EXP,TOTAL,T,CZ	3147609 	3274860 	3342327 	3287063 	2790211 	2723475 	2972011 	2797279 	2910478 	2840414 	2589822 	2088172 	2355669 	2126448 	1879310 	2045401 	1709355 
EXP,TOTAL,T,DE	12906330 	13844580 	14328584 	14653712 	14732774 	13934361 	15229577 	15031040 	16239594 	16701576 	16022196 	14196142 	14650901 	14509340 	13940218 	13087905 	13488152 
EXP,TOTAL,T,DK	2243820 	2241511 	2431770 	2430276 	2389263 	2106244 	2535807 	2054293 	2238605 	2743363 	2961410 	2301094 	2718580 	2428580 	1992260 	1972776 	2051655 
EXP,TOTAL,T,EE	514271 	512699 	606168 	667632 	477362 	395208 	528374 	620863 	751289 	707198 	673038 	479342 	752667 	659369 	736444 	588872 	409539 
EXP,TOTAL,T,EL	479868 	441247 	499946 	486768 	423376 	410282 	426148 	422665 	482613 	441276 	492051 	532915 	281200 	298318 	273604 	219990 	198882 
EXP,TOTAL,T,ES	1785110 	1724276 	2039208 	2093224 	2112622 	2017561 	2162423 	1748221 	2031352 	1562508 	1388696 	1626824 	1362379 	942655 	767089 	908863 	687249 
EXP,TOTAL,T,EU27_2020	27490340 d	25370684 d	25627445 d	25161968 d	23746428 d	20853666 d	23594792 d	23382935 d	27339433 d	26578002 d	26039399 d	26595379 d	20590114 d	17876498 d	16531635 d	16045161 d	15826447 d
